1,1,-484.923212543115
2,1,133.1
11,1,133.1
1,2,133.1
2,2,-515.173212543115
3,2,133.1
12,2,133.1
2,3,133.1
3,3,-515.173212543115
4,3,133.1
13,3,133.1
3,4,133.1
4,4,-515.173212543115
5,4,133.1
14,4,133.1
4,5,133.1
5,5,-515.173212543115
6,5,133.1
15,5,133.1
5,6,133.1
6,6,-515.173212543115
7,6,133.1
16,6,133.1
6,7,133.1
7,7,-515.173212543115
8,7,133.1
17,7,133.1
7,8,133.1
8,8,-515.173212543115
9,8,133.1
18,8,133.1
8,9,133.1
9,9,-515.173212543115
10,9,133.1
19,9,133.1
9,10,133.1
10,10,-484.923212543115
20,10,133.1
1,11,133.1
11,11,-502.15
12,11,133.1
21,11,133.1
2,12,133.1
11,12,133.1
12,12,-532.4
13,12,133.1
22,12,133.1
3,13,133.1
12,13,133.1
13,13,-532.4
14,13,133.1
23,13,133.1
4,14,133.1
13,14,133.1
14,14,-532.4
15,14,133.1
24,14,133.1
5,15,133.1
14,15,133.1
15,15,-532.4
16,15,133.1
25,15,133.1
6,16,133.1
15,16,133.1
16,16,-532.4
17,16,133.1
26,16,133.1
7,17,133.1
16,17,133.1
17,17,-532.4
18,17,133.1
27,17,133.1
8,18,133.1
17,18,133.1
18,18,-532.4
19,18,133.1
28,18,133.1
9,19,133.1
18,19,133.1
19,19,-532.4
20,19,133.1
29,19,133.1
10,20,133.1
19,20,133.1
20,20,-502.15
30,20,133.1
11,21,133.1
21,21,-502.15
22,21,133.1
31,21,133.1
12,22,133.1
21,22,133.1
22,22,-532.4
23,22,133.1
32,22,133.1
13,23,133.1
22,23,133.1
23,23,-532.4
24,23,133.1
33,23,133.1
14,24,133.1
23,24,133.1
24,24,-532.4
25,24,133.1
34,24,133.1
15,25,133.1
24,25,133.1
25,25,-532.4
26,25,133.1
35,25,133.1
16,26,133.1
25,26,133.1
26,26,-532.4
27,26,133.1
36,26,133.1
17,27,133.1
26,27,133.1
27,27,-532.4
28,27,133.1
37,27,133.1
18,28,133.1
27,28,133.1
28,28,-532.4
29,28,133.1
38,28,133.1
19,29,133.1
28,29,133.1
29,29,-532.4
30,29,133.1
39,29,133.1
20,30,133.1
29,30,133.1
30,30,-502.15
40,30,133.1
21,31,133.1
31,31,-502.15
32,31,133.1
41,31,133.1
22,32,133.1
31,32,133.1
32,32,-532.4
33,32,133.1
42,32,133.1
23,33,133.1
32,33,133.1
33,33,-532.4
34,33,133.1
43,33,133.1
24,34,133.1
33,34,133.1
34,34,-532.4
35,34,133.1
44,34,133.1
25,35,133.1
34,35,133.1
35,35,-532.4
36,35,133.1
45,35,133.1
26,36,133.1
35,36,133.1
36,36,-532.4
37,36,133.1
46,36,133.1
27,37,133.1
36,37,133.1
37,37,-532.4
38,37,133.1
47,37,133.1
28,38,133.1
37,38,133.1
38,38,-532.4
39,38,133.1
48,38,133.1
29,39,133.1
38,39,133.1
39,39,-532.4
40,39,133.1
49,39,133.1
30,40,133.1
39,40,133.1
40,40,-502.15
50,40,133.1
31,41,133.1
41,41,-502.15
42,41,133.1
51,41,133.1
32,42,133.1
41,42,133.1
42,42,-532.4
43,42,133.1
52,42,133.1
33,43,133.1
42,43,133.1
43,43,-532.4
44,43,133.1
53,43,133.1
34,44,133.1
43,44,133.1
44,44,-532.4
45,44,133.1
54,44,133.1
35,45,133.1
44,45,133.1
45,45,-532.4
46,45,133.1
55,45,133.1
36,46,133.1
45,46,133.1
46,46,-532.4
47,46,133.1
56,46,133.1
37,47,133.1
46,47,133.1
47,47,-532.4
48,47,133.1
57,47,133.1
38,48,133.1
47,48,133.1
48,48,-532.4
49,48,133.1
58,48,133.1
39,49,133.1
48,49,133.1
49,49,-532.4
50,49,133.1
59,49,133.1
40,50,133.1
49,50,133.1
50,50,-502.15
60,50,133.1
41,51,133.1
51,51,-502.15
52,51,133.1
61,51,133.1
42,52,133.1
51,52,133.1
52,52,-532.4
53,52,133.1
62,52,133.1
43,53,133.1
52,53,133.1
53,53,-532.4
