1,1,-143.038187204511
2,1,35.9046120127134
17,1,36.3242014011337
1,2,47.0203964027449
2,2,-189.387915270813
3,2,47.3128162793769
18,2,47.4655530251718
2,3,58.4314070493223
3,3,-233.746769714841
4,3,58.5399332413323
19,3,58.6334620287254
3,4,69.5002961416496
4,4,-276.848746158258
5,4,69.5631049748379
20,4,69.6200735349061
4,5,80.0962630548344
5,5,-317.984221132793
6,5,80.1427577349581
21,5,80.1648659992874
5,6,89.8254518752031
6,6,-355.64337435826
7,6,89.8630463510631
22,6,89.8520504526001
6,7,98.2121833002034
7,7,-388.030503010814
8,7,98.2423760535129
23,7,98.2027508583417
7,8,104.771248773582
8,8,-413.314327921079
9,8,104.793442304177
24,8,104.732814680285
8,9,109.04781460032
9,9,-429.775071307977
10,9,109.060369762468
25,9,108.989729750903
9,10,110.647167688107
10,10,-435.915571033471
11,10,110.647626898055
26,10,110.581587691967
10,11,109.260000183771
11,11,-430.555157365978
12,11,109.24481617523
27,11,109.20213193762
11,12,104.681975818216
12,12,-412.900352947877
13,12,104.645345396416
28,12,104.650416444649
12,13,96.8186363799443
13,13,-382.555783174805
14,13,96.7482407234163
29,13,96.8366006417988
13,14,85.6445531592726
14,14,-339.34442850657
15,14,85.5016996866104
30,14,85.7451245501741
14,15,70.9945130104429
15,15,-282.36318136157
16,15,70.5634309090044
31,15,71.2458573690399
15,16,51.6091179638451
16,16,-202.440846384578
32,16,52.2901071338623
1,17,32.2273216475101
17,17,-127.887405166951
18,17,31.7598637058688
33,17,32.3583735251514
2,18,41.0142234189138
17,18,40.5211982432659
18,18,-163.396720485573
19,18,40.7834389712779
34,18,41.0778598521155
3,19,51.5355128745183
18,19,51.2554101932742
19,19,-205.750267114455
20,19,51.4032203827754
35,19,51.5561236638867
4,20,62.1610294470505
19,20,62.0024883494441
20,20,-248.41988785922
21,20,62.0884458640135
36,20,62.1679241987124
5,21,72.2679999058665
20,21,72.1837819384448
21,21,-288.96392949798
22,21,72.2407007242679
37,21,72.2714469294011
6,22,81.4429422876876
21,22,81.4111527930212
22,22,-325.752759321463
23,22,81.4524740260745
38,22,81.4461902146794
7,23,89.3037963634064
22,23,89.3117646451922
23,23,-357.265952213168
24,23,89.3425877306234
39,23,89.307803473946
8,24,95.4811773794822
23,24,95.5187776448248
24,24,-382.026626410463
25,24,95.5406564272514
40,24,95.4860149589044
9,25,99.6314398546954
24,25,99.6883761279896
25,25,-398.657664701058
26,25,99.7011454224547
41,25,99.636703295918
10,26,101.453791804795
25,26,101.518437357129
26,26,-405.9517942959
27,26,101.520818315509
42,26,101.458746818468
11,27,100.703691794395
26,27,100.762547345172
27,27,-402.925629640675
28,27,100.7520004852
43,27,100.707390015909
12,28,97.1954516900744
27,28,97.232635516837
28,28,-388.828997124991
29,28,97.2039860522426
44,28,97.1969238658367
13,29,90.7788662206796
28,29,90.7745073692261
29,29,-363.045331042973
30,29,90.7144772633754
45,29,90.7774801896921
14,30,81.2506985199406
29,30,81.1740980901174
30,30,-324.7076928666
31,30,81.0361427901367
46,30,81.2467534664056
15,31,68.0965509480663
30,31,67.8740757232291
31,31,-271.467395787029
32,31,67.4045758944838
47,31,68.0921932212504
16,32,49.8602194831303
31,32,49.1696817195661
32,32,-193.524866677608
48,32,49.8623199356063
17,33,30.7142076068907
33,33,-122.006532644104
34,33,30.2282081114954
49,33,30.7553950759926
18,34,36.9386218923967
33,34,36.4944706074344
34,34,-147.049221074912
35,34,36.6316844866867
50,34,36.9844440883944
19,35,45.9314487007822
34,35,45.6182187052973
35,35,-183.264494945517
36,35,45.757502235394
51,35,45.9573253040439
20,36,55.698042496164
35,36,55.5115634626188
36,36,-222.527700192741
37,36,55.6067617121399
52,36,55.7113325218182
21,37,65.1797946513543
36,37,65.0803272110728
37,37,-260.591356369992
38,37,65.14385930417
53,37,65.1873752033947
22,38,73.8177878263457
37,38,73.7775612626364
38,38,-295.24026985371
39,38,73.8218130005922
54,38,73.8231077641359
23,39,81.2320131349819
38,39,81.2337156690794
39,39,-324.967635890019
40,39,81.2653164194282
55,39,81.2365906665297
24,40,87.1090279435155
39,40,87.1403096572048
40,40,-348.524963988888
41,40,87.1622216001472
56,40,87.1134047880207
25,41,91.1730005000925
40,41,91.2232255204488
41,41,-364.80976269059
42,41,91.2363551916595
57,41,91.1771814783896
26,42,93.1825099775199
41,42,93.2411130812114
42,42,-372.854809681889
43,42,93.2450136581646
58,42,93.1861729649934
27,43,92.9304879064619
42,43,92.986077419329
43,43,-371.828538868587
44,43,92.9788477260155
59,43,92.9331258167802
